date,day,year,mo,da,temp,dewp,slp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,total_crimes,alcohol,arson,assault_etc,disorderly_conduct,drugs,fraud_etc,gambling,kidnap,murders,negligent_deaths,sex_offenses,theft_etc,trespass,vandalism,weapon,cha,commercial_non_vehicular,commercial_vehicular,cta,gov_public_building,gov_public_outdoor,residential
2016-04-29,5,2016,04,29,46.7,39.7,1018.4,995.3,6.3,7.9,11.1,51.1,44.1,0.05,999.9,0,719,1,1,203,4,57,44,,1,,,17,248,6,86,2,4,86,2,12,43,262,266
2016-04-30,6,2016,04,30,46.6,40.1,1017.7,994.3,7.0,11.6,21.0,50.0,45.0,0.0,999.9,0,605,2,1,168,3,37,38,,,2,,10,219,11,71,3,2,101,3,9,7,227,228
2016-05-01,7,2016,05,01,46.9,43.7,1014.7,991.9,4.3,10.6,17.1,51.1,44.1,0.71,999.9,0,820,,1,206,5,26,106,,2,,,30,267,15,79,4,7,75,5,11,25,278,364
2016-05-02,1,2016,05,02,49.8,38.8,1017.1,994.0,9.3,12.7,15.9,57.9,44.1,0.38,999.9,0,757,,1,188,11,45,58,,1,5,,8,275,17,73,10,8,90,1,18,46,269,287
2016-05-03,2,2016,05,03,55.0,35.0,1013.9,991.4,10.0,5.4,15.9,68.0,42.1,0.0,999.9,0,735,2,,194,8,45,54,1,,2,,20,248,11,64,19,8,70,4,13,27,295,271
2016-05-04,3,2016,05,04,52.2,39.0,1006.9,984.7,9.0,11.9,19.0,64.9,46.0,0.4,999.9,0,682,,1,187,5,55,41,1,1,3,,14,204,21,82,12,1,86,2,5,43,253,264
2016-05-05,4,2016,05,05,49.5,35.9,1014.2,991.5,10.0,12.6,18.1,61.0,42.1,0.0,999.9,0,701,,,162,5,51,53,,2,,,15,256,19,73,6,5,98,4,15,43,261,248
2016-05-06,5,2016,05,06,61.6,40.6,1013.8,991.4,10.0,5.4,11.1,82.9,46.0,0.0,999.9,0,794,1,1,217,3,42,63,,4,2,,11,273,18,100,7,3,109,2,7,38,328,267
2016-05-07,6,2016,05,07,65.1,40.7,1007.6,986.1,10.0,12.2,26.0,82.0,54.0,0.0,999.9,0,742,2,2,222,2,14,55,,,4,,13,264,20,105,8,7,108,3,9,15,305,261
2016-05-08,7,2016,05,08,57.2,30.7,1012.9,990.6,10.0,4.0,9.9,69.1,45.0,0.0,999.9,0,729,,,249,3,32,42,,2,4,,8,205,19,92,15,1,72,1,11,14,329,268
2016-05-09,1,2016,05,09,57.2,44.3,1014.2,992.0,9.5,9.2,15.0,66.0,52.0,0.0,999.9,0,732,,1,206,4,43,56,,,4,,7,238,19,84,10,5,89,1,15,48,248,292
2016-05-10,2,2016,05,10,57.4,54.1,1012.0,989.7,3.1,9.7,13.0,71.1,51.1,0.58,999.9,0,713,,2,191,7,41,52,,,3,,6,233,17,86,14,5,95,1,10,51,255,266
2016-05-11,3,2016,05,11,60.4,56.8,1015.6,993.5,3.2,5.4,8.9,69.1,55.0,0.35,999.9,1,758,,1,196,7,44,57,2,,3,,16,279,19,79,7,4,102,1,10,50,285,254
2016-05-12,4,2016,05,12,63.4,55.8,1013.5,991.2,7.4,8.4,15.0,71.1,55.9,0.02,999.9,0,690,,1,193,6,49,45,1,2,2,,8,245,19,66,11,7,81,2,10,43,242,267
2016-05-13,5,2016,05,13,59.3,43.5,1014.6,992.4,10.0,9.8,15.9,66.9,50.0,1.03,999.9,0,808,,,204,5,47,58,2,,1,,14,282,28,93,13,5,101,4,15,46,303,290
2016-05-14,6,2016,05,14,47.7,35.4,1014.0,991.2,8.8,12.5,20.0,62.1,43.0,0.66,999.9,0,723,1,6,185,4,50,36,,3,4,,9,246,15,90,10,4,102,4,10,12,294,266
2016-05-15,7,2016,05,15,47.3,26.9,1019.4,996.6,10.0,8.7,15.9,57.0,37.9,0.0,999.9,0,739,,1,228,2,40,30,1,,4,,7,235,21,96,13,5,93,,16,15,301,281
2016-05-16,1,2016,05,16,57.1,33.8,1019.8,997.3,10.0,10.2,15.0,71.1,46.9,0.0,999.9,0,782,,5,206,5,52,59,1,,4,,11,255,19,85,13,6,106,6,17,38,275,284
2016-05-17,2,2016,05,17,55.4,41.3,1022.2,999.9,10.0,8.4,14.0,66.0,50.0,0.0,999.9,0,692,,3,166,10,45,45,,2,1,,15,239,18,71,10,5,96,4,8,29,276,242
2016-05-18,3,2016,05,18,54.2,36.6,1023.6,1000.9,10.0,6.4,13.0,66.0,45.0,0.01,999.9,0,801,,2,213,8,46,43,,1,2,,9,285,27,105,11,9,93,,11,42,322,281
2016-05-19,4,2016,05,19,57.5,32.0,1022.8,1000.3,10.0,4.2,8.9,69.1,44.1,0.0,999.9,0,764,,1,188,4,84,40,1,,1,,14,252,13,94,15,3,113,,17,35,272,289
2016-05-20,5,2016,05,20,60.8,37.5,1020.9,998.5,10.0,6.1,12.0,68.0,53.1,0.0,999.9,0,805,,3,197,5,55,52,,2,3,,11,268,22,116,15,4,98,1,9,47,306,298
2016-05-21,6,2016,05,21,64.5,34.8,1018.9,996.8,10.0,8.4,14.0,75.9,55.9,0.0,999.9,0,792,1,3,216,4,37,43,,1,3,,13,263,20,117,11,4,103,1,13,11,337,289
2016-05-22,7,2016,05,22,67.2,40.7,1017.8,995.8,10.0,5.4,11.1,78.1,54.0,0.0,999.9,0,750,2,2,238,3,48,22,1,,1,,10,259,17,81,10,1,96,4,12,17,331,266
2016-05-23,1,2016,05,23,68.5,39.9,1015.5,993.6,10.0,5.7,12.0,84.0,54.0,0.0,999.9,0,782,1,1,205,3,45,56,3,,,,10,277,18,74,16,5,89,,14,32,321,276
2016-05-24,2,2016,05,24,75.7,45.2,1013.6,992.1,10.0,8.7,15.0,89.1,64.0,0.0,999.9,0,803,,2,232,10,46,53,1,,1,,10,268,24,97,10,6,111,2,11,42,314,267
2016-05-25,3,2016,05,25,77.9,58.8,1013.7,992.2,9.2,9.4,26.0,89.1,66.2,0.0,999.9,1,721,1,1,220,3,34,49,,,,,15,232,18,79,10,6,86,3,3,44,259,274
2016-05-26,4,2016,05,26,73.2,63.2,1011.6,990.2,9.4,8.6,13.0,84.9,64.9,1.02,999.9,0,767,2,2,229,4,43,39,1,,2,,13,264,15,78,6,5,98,2,13,47,289,282
2016-05-27,5,2016,05,27,76.1,64.0,1010.7,989.3,10.0,8.7,17.1,84.0,69.1,0.0,999.9,0,800,1,1,202,9,50,35,,1,4,,16,289,23,88,9,4,113,3,18,44,282,277
2016-05-28,6,2016,05,28,75.1,64.2,1010.8,989.7,9.6,12.8,20.0,82.9,70.0,0.14,999.9,0,791,,3,223,4,48,30,2,,3,,19,276,15,99,13,4,100,6,11,9,334,287
2016-05-29,7,2016,05,29,74.9,59.0,1014.1,992.6,10.0,10.7,17.1,82.0,64.9,0.0,999.9,0,798,,3,263,4,46,26,1,1,,,8,240,24,109,15,6,100,5,17,13,331,292
2016-05-30,1,2016,05,30,75.9,57.2,1014.8,993.3,10.0,6.1,11.1,87.1,64.9,0.0,999.9,0,820,2,1,277,6,44,28,1,5,2,,8,264,12,101,13,3,86,3,13,8,349,326
2016-05-31,2,2016,05,31,73.4,56.9,1014.3,992.9,9.5,7.9,24.1,84.0,66.0,0.0,999.9,0,756,1,4,201,5,54,50,1,,1,,11,256,22,77,6,5,82,3,16,28,275,297
2016-06-01,3,2016,06,01,69.9,61.7,1013.3,991.7,8.0,6.0,12.0,81.0,64.9,1.09,999.9,0,938,1,1,202,7,46,130,1,,4,,48,284,21,88,14,4,105,2,15,42,313,384
2016-06-02,4,2016,06,02,72.6,53.2,1014.9,993.3,10.0,6.5,13.0,80.1,62.1,0.18,999.9,0,800,2,2,225,9,44,52,,4,1,,14,267,21,91,11,6,89,5,19,40,308,299
2016-06-03,5,2016,06,03,72.7,52.1,1016.5,994.8,10.0,5.3,9.9,84.0,63.0,0.0,999.9,0,822,3,,237,5,58,46,1,,3,,14,271,21,75,13,2,95,6,15,43,333,291
2016-06-04,6,2016,06,04,72.1,57.0,1010.7,989.1,9.7,7.2,12.0,81.0,66.9,0.0,999.9,0,827,,1,253,5,40,102,2,,5,,10,233,18,92,12,6,138,4,11,17,291,324
2016-06-05,7,2016,06,05,70.5,57.4,1004.2,982.7,10.0,9.9,17.1,81.0,63.0,0.03,999.9,0,777,,1,230,4,42,69,1,1,3,,6,267,15,79,12,6,114,1,8,14,320,273
2016-06-06,1,2016,06,06,73.0,53.1,1003.9,982.5,9.8,10.2,21.0,84.0,62.1,0.18,999.9,0,792,2,1,217,3,43,74,,2,2,,9,260,15,88,13,4,94,2,11,36,304,288
2016-06-07,2,2016,06,07,64.0,48.0,1008.6,987.0,10.0,9.6,15.0,77.0,57.9,0.0,999.9,0,754,2,1,199,4,49,77,,1,,,8,247,19,87,17,3,80,3,14,41,289,281
2016-06-08,3,2016,06,08,61.5,48.0,1014.5,992.5,10.0,6.9,12.0,70.0,54.0,0.0,999.9,0,744,1,1,180,6,50,52,,2,2,,8,272,26,79,17,6,104,2,14,40,295,254
2016-06-09,4,2016,06,09,63.9,50.8,1015.6,993.5,10.0,6.4,12.0,73.0,57.9,0.0,999.9,0,727,,,189,5,39,78,1,1,1,,17,232,11,77,16,1,98,1,16,42,275,264
2016-06-10,5,2016,06,10,77.2,62.2,1013.2,991.6,10.0,8.5,17.1,93.9,64.9,0.06,999.9,0,765,,1,196,1,44,53,,,2,,6,286,19,90,10,7,91,6,5,43,295,264
2016-06-11,6,2016,06,11,85.2,62.4,1012.3,991.2,10.0,9.4,13.0,93.0,75.0,0.0,999.9,0,816,,,244,12,43,48,1,,4,,8,266,8,114,11,12,103,6,13,20,338,280
2016-06-12,7,2016,06,12,72.8,49.3,1017.9,996.4,10.0,10.9,17.1,91.0,64.9,0.0,999.9,0,852,3,2,252,1,54,21,2,,4,,18,291,26,104,15,3,92,4,14,20,357,334
2016-06-13,1,2016,06,13,71.1,48.3,1016.2,994.3,10.0,5.7,12.0,88.0,60.1,0.0,999.9,0,794,,,223,7,33,75,1,,1,,10,273,20,86,8,4,112,1,13,29,315,275
2016-06-14,2,2016,06,14,77.2,58.5,1010.4,989.0,10.0,7.3,14.0,88.0,69.1,0.0,999.9,0,835,1,1,236,7,48,74,1,2,4,,10,272,23,78,10,3,120,2,20,32,317,295
2016-06-15,3,2016,06,15,80.6,67.6,1006.3,985.2,9.9,9.6,19.0,91.9,69.1,0.0,999.9,0,790,1,1,214,9,49,60,2,1,1,,14,261,19,86,12,2,94,4,14,39,319,279
2016-06-16,4,2016,06,16,75.2,62.0,1006.9,986.7,10.0,10.0,15.0,90.0,66.9,0.1,999.9,0,821,,4,214,7,37,45,,,7,,18,299,15,85,14,2,100,3,18,51,305,303
2016-06-17,5,2016,06,17,72.5,54.2,1016.2,994.3,10.0,9.1,15.9,86.0,63.0,0.0,999.9,0,830,,1,226,6,41,58,1,5,2,,16,284,19,91,12,9,117,3,10,39,329,280
2016-06-18,6,2016,06,18,76.3,50.8,1021.0,999.5,10.0,5.5,11.1,88.0,64.0,0.0,999.9,0,763,,,222,2,34,31,2,2,7,,15,273,8,102,10,9,101,2,13,11,309,273
2016-06-19,7,2016,06,19,80.4,56.4,1021.6,1000.2,10.0,6.7,11.1,91.0,70.0,0.0,999.9,0,811,,4,290,6,22,26,,4,3,,9,286,10,85,12,8,117,2,6,16,361,274
2016-06-20,1,2016,06,20,84.6,66.8,1016.6,995.5,10.0,11.5,18.1,91.9,79.0,0.0,999.9,0,857,2,1,260,3,36,56,,,2,,12,286,25,88,9,7,84,2,9,40,326,347
2016-06-21,2,2016,06,21,77.1,51.2,1014.6,993.2,10.0,7.4,15.9,91.0,66.0,0.0,999.9,0,825,1,2,239,6,34,47,,2,1,1,9,284,24,97,9,6,81,2,19,27,326,317
2016-06-22,3,2016,06,22,73.3,59.2,1011.8,990.1,9.9,6.5,12.0,82.9,68.0,0.0,999.9,0,749,,2,213,9,39,54,,1,1,,10,255,23,76,8,3,92,5,10,17,283,295
2016-06-23,4,2016,06,23,72.3,65.8,1009.9,988.1,7.6,7.6,27.0,80.1,69.1,0.69,999.9,1,801,,3,217,7,45,51,1,2,2,,18,294,25,68,6,8,115,3,14,20,306,288
2016-06-24,5,2016,06,24,73.3,57.9,1016.1,994.5,10.0,7.3,9.9,82.0,66.9,0.0,999.9,0,807,1,2,212,3,50,46,2,1,4,,6,303,21,94,10,2,99,6,17,18,333,296
2016-06-25,6,2016,06,25,79.5,61.5,1017.0,995.5,10.0,7.2,12.0,91.0,71.1,0.0,999.9,0,813,1,3,222,6,30,38,2,2,1,,7,310,26,95,13,2,143,4,7,9,290,311
2016-06-26,7,2016,06,26,82.8,67.8,1014.1,993.0,9.8,8.7,13.0,90.0,75.0,0.0,999.9,0,775,1,3,248,5,24,24,1,2,4,,16,260,17,106,3,5,95,3,14,12,335,282
2016-06-27,1,2016,06,27,81.9,59.9,1015.2,994.0,10.0,8.8,15.9,91.0,73.0,0.2,999.9,0,771,1,1,207,4,41,51,,1,2,,10,295,20,71,10,7,90,3,11,16,312,283
2016-06-28,2,2016,06,28,69.3,52.9,1019.0,997.6,10.0,10.4,15.9,78.1,64.0,0.0,999.9,0,767,,1,195,7,47,58,1,2,2,,16,273,24,79,9,5,96,2,11,18,298,286
2016-06-29,3,2016,06,29,67.9,48.9,1019.4,997.4,10.0,6.8,9.9,78.1,57.0,0.0,999.9,0,804,,2,208,4,43,57,1,3,3,,15,279,30,90,16,7,92,1,16,24,306,313
2016-06-30,4,2016,06,30,72.3,48.1,1015.7,994.1,10.0,7.2,13.0,79.0,64.0,0.0,999.9,0,847,1,1,199,5,75,49,1,,2,,7,312,21,100,15,4,82,6,11,17,363,318
2016-07-01,5,2016,07,01,69.6,55.6,1015.5,993.9,10.0,10.3,15.9,77.0,64.9,0.0,999.9,0,962,1,1,205,10,65,120,2,2,2,,27,312,31,98,13,5,117,4,5,18,321,417
2016-07-02,6,2016,07,02,67.9,45.9,1020.5,998.5,10.0,4.7,11.1,77.0,59.0,0.0,999.9,0,756,2,2,214,4,52,26,1,2,2,,11,263,17,75,12,5,96,3,4,7,321,280
2016-07-03,7,2016,07,03,70.4,52.0,1017.8,996.0,10.0,6.0,13.0,78.1,62.1,0.0,999.9,0,782,1,3,226,6,53,30,4,2,1,,7,257,21,105,12,5,79,2,12,13,350,287
2016-07-04,1,2016,07,04,71.9,59.8,1012.2,990.5,9.6,6.1,9.9,81.0,66.0,0.0,999.9,0,848,,3,277,14,38,18,,,1,,12,252,13,139,16,5,62,2,6,12,375,354
2016-07-05,2,2016,07,05,77.2,64.5,1010.6,989.1,8.9,6.3,12.0,88.0,69.1,0.0,999.9,0,895,1,3,282,5,49,44,2,2,4,1,21,288,13,116,11,5,91,2,17,24,375,327
2016-07-06,3,2016,07,06,79.1,66.8,1009.0,988.0,9.0,7.6,15.0,89.1,68.0,0.0,999.9,1,742,,1,196,5,34,42,1,3,2,,13,270,22,89,13,5,83,2,17,19,269,305
2016-07-07,4,2016,07,07,78.4,68.5,1008.5,987.4,10.0,6.1,11.1,84.0,72.0,0.13,999.9,0,790,1,1,182,8,50,69,2,1,,,14,298,25,83,9,9,102,2,18,25,291,278
2016-07-08,5,2016,07,08,78.6,66.6,1008.4,987.3,7.9,7.5,18.1,88.0,69.8,0.04,999.9,1,790,,1,201,8,36,47,,2,1,,14,306,18,87,11,3,116,4,18,16,318,275
2016-07-09,6,2016,07,09,74.5,58.0,1013.8,992.6,10.0,9.9,14.0,84.0,66.9,0.0,999.9,0,729,1,5,226,5,28,42,,1,1,,11,264,11,81,8,3,90,1,7,11,305,277
2016-07-10,7,2016,07,10,74.2,56.6,1016.8,995.2,10.0,4.7,12.0,84.0,64.0,0.0,999.9,0,760,,2,224,5,22,37,2,3,2,,9,278,14,93,11,4,97,5,6,13,310,301
2016-07-11,1,2016,07,11,81.3,64.9,1013.4,992.1,10.0,9.2,15.0,91.9,73.0,0.0,999.9,0,701,,3,190,6,31,39,1,1,2,,8,259,20,78,6,6,78,3,14,17,291,265
2016-07-12,2,2016,07,12,82.9,69.0,1009.8,988.6,9.9,12.1,15.9,90.0,75.9,0.0,999.9,0,780,,3,191,2,36,72,,2,3,,16,277,20,81,11,11,97,4,15,9,312,287
2016-07-13,3,2016,07,13,79.1,68.3,1011.3,989.4,10.0,7.9,15.9,87.1,73.0,0.0,999.9,0,726,1,1,167,1,45,57,,,2,,19,277,10,90,10,3,112,2,14,19,259,281
2016-07-14,4,2016,07,14,76.5,64.8,1010.2,988.5,8.9,12.0,25.1,88.0,69.1,0.35,999.9,0,769,,,156,2,49,47,1,1,3,,19,301,21,99,9,7,92,3,11,14,321,275
2016-07-15,5,2016,07,15,72.6,58.3,1013.7,992.4,10.0,8.5,13.0,84.0,66.9,0.0,999.9,0,846,,,197,3,48,54,,,1,,9,343,19,96,12,8,99,5,15,18,336,320
2016-07-16,6,2016,07,16,69.3,55.7,1019.1,997.2,10.0,6.4,11.1,77.0,62.1,0.01,999.9,0,780,,2,210,4,30,38,,,1,,9,294,22,112,11,6,89,2,7,8,335,303
2016-07-17,7,2016,07,17,73.9,59.3,1016.3,994.6,10.0,10.2,18.1,86.0,66.9,0.0,999.9,0,789,,,218,5,30,34,1,3,4,,14,273,22,120,14,2,68,5,10,15,347,314
2016-07-18,1,2016,07,18,78.8,67.5,1017.7,996.4,9.9,5.7,18.1,87.1,70.0,0.78,999.9,0,799,2,3,182,5,39,50,,,2,,12,317,16,98,7,5,90,4,8,20,330,300
2016-07-19,2,2016,07,19,79.6,63.8,1021.5,1000.1,10.0,4.0,11.1,88.0,70.0,0.01,999.9,0,791,1,3,181,4,44,49,1,,2,,12,316,18,99,10,6,88,2,17,23,331,282
2016-07-20,3,2016,07,20,80.7,66.8,1020.7,999.4,10.0,5.8,9.9,89.1,73.9,0.0,999.9,0,825,,1,202,4,38,64,,,1,,19,329,14,95,2,5,80,4,13,14,333,321
2016-07-21,4,2016,07,21,82.5,72.8,1017.0,995.7,9.9,7.8,13.0,90.0,75.9,0.0,999.9,0,785,,1,181,1,42,58,1,1,4,,12,321,16,77,4,9,109,2,19,15,302,285
2016-07-22,5,2016,07,22,81.1,70.9,1014.5,993.4,9.4,7.7,21.0,91.0,73.9,0.74,999.9,0,792,1,2,201,5,48,53,2,,2,,18,296,11,90,10,3,100,2,20,16,301,300
2016-07-23,6,2016,07,23,86.0,74.3,1013.5,992.4,10.0,4.5,14.0,91.9,79.0,0.01,999.9,0,814,,1,220,5,30,44,,,2,,19,335,16,102,6,1,91,3,6,15,330,327
2016-07-24,7,2016,07,24,80.4,72.5,1011.7,990.6,9.4,10.8,24.1,93.0,71.6,1.33,999.9,0,790,,,242,6,34,29,,,4,,11,292,18,96,10,10,97,3,20,14,325,293
2016-07-25,1,2016,07,25,79.6,65.3,1013.6,992.1,10.0,8.3,13.0,87.1,73.9,0.17,999.9,0,827,2,3,202,5,45,58,2,,2,,11,314,19,95,9,7,99,3,23,23,333,300
2016-07-26,2,2016,07,26,80.9,62.9,1015.6,994.3,10.0,4.4,11.1,87.1,73.0,0.0,999.9,0,877,1,1,213,4,46,66,2,2,1,,14,353,30,88,14,3,110,9,14,18,348,324
2016-07-27,3,2016,07,27,81.5,63.3,1014.3,993.1,9.9,3.9,12.0,90.0,71.1,0.0,999.9,0,795,,3,190,2,40,46,,2,2,,15,320,14,93,12,6,106,4,13,17,323,282
2016-07-28,4,2016,07,28,78.8,66.9,1011.4,990.2,9.5,4.4,14.0,84.0,72.0,0.0,999.9,0,774,2,,183,5,50,61,,,4,,20,290,18,89,7,5,97,2,9,10,310,291
2016-07-29,5,2016,07,29,75.3,69.1,1012.0,990.6,7.5,5.9,12.0,82.0,70.0,0.15,999.9,0,802,,1,180,3,36,55,2,,5,,17,332,26,78,8,2,95,2,13,15,371,251
2016-07-30,6,2016,07,30,74.2,65.5,1013.2,992.0,10.0,9.0,13.0,79.0,71.1,0.33,999.9,0,927,,,245,5,35,44,1,,3,,21,366,19,128,8,8,110,3,15,9,430,310
2016-07-31,7,2016,07,31,74.4,64.2,1015.5,994.0,10.0,7.1,12.0,82.0,66.9,0.0,999.9,0,813,1,,216,7,21,35,1,,3,,11,343,14,117,7,1,99,6,18,13,369,271
2016-08-01,1,2016,08,01,76.5,65.5,1017.0,995.5,10.0,6.1,9.9,82.9,70.0,0.0,999.9,0,882,,3,191,3,31,133,,1,1,,26,307,14,91,10,2,104,2,18,18,305,363
2016-08-02,2,2016,08,02,79.2,65.4,1017.3,995.9,10.0,5.4,12.0,88.0,73.0,0.0,999.9,0,793,1,1,215,4,25,64,1,,4,,14,304,18,74,8,4,92,1,11,17,319,299
2016-08-03,3,2016,08,03,81.8,65.7,1016.3,995.0,10.0,4.2,11.1,90.0,73.9,0.0,999.9,0,772,1,,175,7,39,60,3,1,3,,13,304,18,87,7,5,82,2,17,18,296,315
2016-08-04,4,2016,08,04,83.5,65.3,1013.6,992.5,9.9,5.6,9.9,91.9,75.0,0.0,999.9,0,793,,,216,3,32,60,2,1,1,,18,294,12,87,8,3,87,5,9,20,313,308
2016-08-05,5,2016,08,05,80.1,67.7,1010.6,989.5,10.0,6.7,13.0,89.1,75.0,0.0,999.9,0,862,1,1,212,6,33,57,2,,1,,17,334,19,105,13,3,121,2,16,14,324,347
2016-08-06,6,2016,08,06,76.6,61.0,1013.5,992.1,10.0,6.7,11.1,82.9,66.9,0.0,999.9,0,828,2,,260,3,26,41,,2,3,,14,289,10,108,10,4,76,1,11,9,352,340
2016-08-07,7,2016,08,07,75.6,58.4,1015.9,994.4,10.0,5.1,11.1,84.0,66.0,0.0,999.9,0,838,,4,236,8,38,43,2,3,3,,8,301,17,113,8,6,92,3,12,16,350,325
2016-08-08,1,2016,08,08,78.6,61.5,1016.1,994.7,10.0,9.6,13.0,84.9,73.9,0.0,999.9,0,804,,2,188,7,29,72,1,,8,,8,332,20,83,6,3,82,2,17,14,328,298
2016-08-09,2,2016,08,09,79.9,60.7,1014.9,993.5,10.0,5.7,12.0,90.0,71.1,0.0,999.9,0,725,,1,191,5,32,62,1,1,5,,10,243,16,80,14,3,81,3,3,24,300,260
2016-08-10,3,2016,08,10,83.1,65.2,1016.3,995.1,10.0,4.2,11.1,91.0,73.9,0.0,999.9,0,722,1,1,186,,26,63,,,3,,11,258,18,82,10,6,90,1,14,26,273,263
2016-08-11,4,2016,08,11,84.6,69.6,1013.6,992.5,9.9,8.6,21.0,93.9,77.0,0.0,999.9,0,852,1,2,214,3,37,57,2,1,3,,13,299,32,115,19,7,90,4,17,25,328,326
2016-08-12,5,2016,08,12,81.5,73.6,1009.3,988.2,9.1,6.6,18.1,88.0,75.0,0.0,999.9,1,746,,1,149,1,35,42,,2,1,,13,320,13,100,13,8,96,5,18,6,276,295
2016-08-13,6,2016,08,13,78.4,71.9,1007.9,986.5,7.3,7.2,15.0,84.9,75.0,2.25,999.9,0,827,,,209,8,18,48,,1,3,,14,311,28,114,12,6,115,4,8,12,320,328
2016-08-14,7,2016,08,14,78.4,64.4,1014.4,993.1,10.0,4.7,11.1,84.9,69.1,0.04,999.9,0,843,,4,253,2,24,27,1,,6,,13,325,27,97,10,5,91,2,13,11,377,312
2016-08-15,1,2016,08,15,75.5,67.2,1017.3,995.5,9.8,6.7,14.0,82.9,72.0,0.0,999.9,0,843,1,3,204,1,27,78,,,2,,4,313,24,113,9,5,99,3,9,20,299,358
2016-08-16,2,2016,08,16,76.4,68.5,1015.3,993.0,8.2,7.2,13.0,84.0,71.6,0.29,999.9,0,816,,1,190,3,31,68,1,,5,,8,318,16,94,7,2,87,7,15,23,330,310
2016-08-17,3,2016,08,17,79.1,65.9,1017.1,995.7,10.0,6.4,12.0,88.0,71.1,0.04,999.9,0,862,1,3,208,2,29,61,,2,,,16,340,23,118,9,4,134,1,16,28,344,299
2016-08-18,4,2016,08,18,79.1,69.0,1015.7,994.5,8.9,6.2,12.0,86.0,72.0,0.22,999.9,1,767,1,,188,2,41,56,,,2,,17,304,20,64,11,2,91,5,19,17,280,312
2016-08-19,5,2016,08,19,76.6,65.6,1012.1,990.8,10.0,7.2,22.9,84.9,71.1,1.2,999.9,0,793,,2,192,4,33,48,2,3,2,,10,318,18,96,12,8,83,1,12,22,304,306
2016-08-20,6,2016,08,20,75.8,68.1,1005.9,983.9,9.4,9.6,18.1,82.4,71.1,0.0,999.9,0,844,3,2,243,5,22,54,,1,2,,8,322,11,105,9,6,88,3,11,15,329,347
2016-08-21,7,2016,08,21,68.5,54.9,1010.0,988.6,10.0,8.9,13.0,77.0,61.0,1.01,999.9,0,786,,1,249,5,14,34,1,1,4,,10,279,17,109,15,6,95,4,9,16,302,331
2016-08-22,1,2016,08,22,69.6,52.0,1019.6,997.8,10.0,3.5,9.9,79.0,59.0,0.0,999.9,0,728,,2,165,2,28,44,,1,1,,7,311,18,92,4,3,91,5,16,17,262,288
2016-08-23,2,2016,08,23,73.6,58.0,1021.0,999.3,10.0,8.5,14.0,82.0,64.9,0.0,999.9,0,753,,1,192,3,24,46,3,2,8,,11,307,18,74,11,4,69,1,11,17,316,299
2016-08-24,3,2016,08,24,76.9,66.4,1015.6,993.7,9.4,10.6,15.0,84.9,71.6,0.0,999.9,0,823,,4,176,6,28,55,,1,3,,13,333,20,114,10,13,106,3,17,15,329,295
2016-08-25,4,2016,08,25,77.9,69.1,1014.7,993.2,9.9,6.6,9.9,84.9,73.0,0.36,999.9,0,770,,1,174,,18,41,,,,,4,326,31,104,14,9,87,1,14,18,287,312
2016-08-26,5,2016,08,26,74.2,62.3,1019.0,997.3,10.0,5.0,8.9,81.0,68.0,0.06,999.9,0,803,1,,182,2,24,55,1,1,4,,19,337,11,98,6,4,112,3,18,9,307,302
2016-08-27,6,2016,08,27,75.9,67.5,1017.3,995.7,8.0,7.8,12.0,86.0,70.0,0.65,999.9,0,819,1,2,238,6,17,46,1,,5,,17,319,14,96,10,2,109,7,12,16,341,298
2016-08-28,7,2016,08,28,78.5,69.8,1019.5,998.3,9.9,5.2,9.9,82.9,73.9,0.27,999.9,0,805,,,255,5,23,41,,4,4,,10,299,15,89,15,1,97,1,10,14,340,314
2016-08-29,1,2016,08,29,78.4,68.9,1021.9,1000.4,10.0,6.2,9.9,90.0,73.0,0.0,999.9,0,884,1,2,238,4,30,54,2,1,3,,13,356,21,97,10,2,97,5,17,26,375,328
2016-08-30,2,2016,08,30,78.9,70.7,1019.1,997.5,8.1,4.6,12.0,84.9,73.9,0.0,999.9,0,755,,2,173,5,24,55,2,,2,,13,316,20,89,11,3,103,4,11,22,299,282
2016-08-31,3,2016,08,31,74.6,62.7,1016.7,995.2,10.0,8.8,18.1,80.1,71.1,0.17,999.9,0,780,1,1,185,9,26,41,,1,4,,18,325,18,86,10,4,103,2,18,30,290,291
2016-09-01,4,2016,09,01,70.2,56.3,1019.8,998.2,10.0,10.7,18.1,73.9,64.9,0.0,999.9,0,1037,1,2,205,4,60,149,1,2,1,,38,355,20,117,13,3,110,3,20,32,370,440
2016-09-02,5,2016,09,02,69.8,55.5,1023.1,1001.2,10.0,9.1,13.0,75.0,64.0,0.0,999.9,0,799,,,188,5,36,57,2,2,1,,14,323,18,90,13,4,96,4,12,20,345,276
2016-09-03,6,2016,09,03,70.2,55.4,1022.1,1000.3,10.0,6.5,11.1,77.0,61.0,0.0,999.9,0,830,,2,195,5,37,34,2,,,,18,319,29,112,20,7,94,3,24,16,371,286
2016-09-04,7,2016,09,04,72.2,57.1,1020.8,999.1,10.0,6.7,13.0,81.0,63.0,0.0,999.9,0,779,,2,220,6,31,43,,4,4,,19,266,16,100,21,4,106,1,7,12,328,290
